,eventID,posX,posY,layerID,clusterSize,hitID,clusterID,cposX,cposY
64,0,531,270,1,4,1,10,530.5,270.5
65,0,531,271,1,4,2,10,530.5,270.5
66,0,530,271,1,4,3,10,530.5,270.5
67,0,498,323,1,7,0,11,498.7142857142857,324.0
68,0,499,323,1,7,1,11,498.7142857142857,324.0
69,0,499,324,1,7,2,11,498.7142857142857,324.0
70,0,498,324,1,7,3,11,498.7142857142857,324.0
71,0,498,325,1,7,4,11,498.7142857142857,324.0
72,0,499,325,1,7,5,11,498.7142857142857,324.0
73,0,500,324,1,7,6,11,498.7142857142857,324.0
74,0,525,335,1,5,0,12,525.0,336.0
75,0,525,336,1,5,1,12,525.0,336.0
76,0,524,336,1,5,2,12,525.0,336.0
77,0,525,337,1,5,3,12,525.0,336.0
78,0,526,336,1,5,4,12,525.0,336.0
79,0,537,240,2,8,0,13,538.125,240.875
80,0,538,240,2,8,1,13,538.125,240.875
81,0,539,240,2,8,2,13,538.125,240.875
82,0,539,241,2,8,3,13,538.125,240.875
83,0,538,241,2,8,4,13,538.125,240.875
84,0,537,241,2,8,5,13,538.125,240.875
85,0,538,242,2,8,6,13,538.125,240.875
86,0,539,242,2,8,7,13,538.125,240.875
87,0,529,267,2,7,0,14,529.0,268.2857142857143
88,0,529,268,2,7,1,14,529.0,268.2857142857143
89,0,528,268,2,7,2,14,529.0,268.2857142857143
90,0,528,269,2,7,3,14,529.0,268.2857142857143
91,0,529,269,2,7,4,14,529.0,268.2857142857143
92,0,530,269,2,7,5,14,529.0,268.2857142857143
93,0,530,268,2,7,6,14,529.0,268.2857142857143
94,0,511,272,2,7,0,15,512.0,272.7142857142857
95,0,512,272,2,7,1,15,512.0,272.7142857142857
96,0,513,272,2,7,2,15,512.0,272.7142857142857
97,0,513,273,2,7,3,15,512.0,272.7142857142857
98,0,512,273,2,7,4,15,512.0,272.7142857142857
99,0,511,273,2,7,5,15,512.0,272.7142857142857
100,0,512,274,2,7,6,15,512.0,272.7142857142857
101,0,486,342,2,11,0,16,486.3636363636364,343.54545454545456
102,0,487,342,2,11,1,16,486.3636363636364,343.54545454545456
103,0,487,343,2,11,2,16,486.3636363636364,343.54545454545456
104,0,486,343,2,11,3,16,486.3636363636364,343.54545454545456
105,0,485,343,2,11,4,16,486.3636363636364,343.54545454545456
106,0,485,344,2,11,5,16,486.3636363636364,343.54545454545456
107,0,486,344,2,11,6,16,486.3636363636364,343.54545454545456
108,0,487,344,2,11,7,16,486.3636363636364,343.54545454545456
109,0,488,344,2,11,8,16,486.3636363636364,343.54545454545456
110,0,487,345,2,11,9,16,486.3636363636364,343.54545454545456
111,0,486,345,2,11,10,16,486.3636363636364,343.54545454545456
112,0,525,355,2,11,0,17,525.6363636363636,356.54545454545456
113,0,526,355,2,11,1,17,525.6363636363636,356.54545454545456
114,0,526,356,2,11,2,17,525.6363636363636,356.54545454545456
115,0,525,356,2,11,3,17,525.6363636363636,356.54545454545456
116,0,525,357,2,11,4,17,525.6363636363636,356.54545454545456
117,0,524,357,2,11,5,17,525.6363636363636,356.54545454545456
118,0,525,358,2,11,6,17,525.6363636363636,356.54545454545456
119,0,526,358,2,11,7,17,525.6363636363636,356.54545454545456
120,0,526,357,2,11,8,17,525.6363636363636,356.54545454545456
121,0,527,357,2,11,9,17,525.6363636363636,356.54545454545456
122,0,527,356,2,11,10,17,525.6363636363636,356.54545454545456
123,0,250,428,2,1,0,18,250.0,428.0
124,0,482,177,3,2,0,19,481.5,177.5
125,0,481,178,3,2,1,19,481.5,177.5
126,0,525,219,3,8,0,20,525.875,219.875
127,0,526,219,3,8,1,20,525.875,219.875
128,0,527,219,3,8,2,20,525.875,219.875
129,0,527,220,3,8,3,20,525.875,219.875
130,0,526,220,3,8,4,20,525.875,219.875
131,0,525,220,3,8,5,20,525.875,219.875
132,0,525,221,3,8,6,20,525.875,219.875
133,0,526,221,3,8,7,20,525.875,219.875
134,0,513,263,3,7,0,21,513.2857142857143,264.0
135,0,514,263,3,7,1,21,513.2857142857143,264.0
136,0,514,264,3,7,2,21,513.2857142857143,264.0
137,0,513,264,3,7,3,21,513.2857142857143,264.0
138,0,512,264,3,7,4,21,513.2857142857143,264.0
139,0,513,265,3,7,5,21,513.2857142857143,264.0
140,0,514,265,3,7,6,21,513.2857142857143,264.0
141,0,499,275,3,6,0,22,499.5,276.0
142,0,500,275,3,6,1,22,499.5,276.0
143,0,500,276,3,6,2,22,499.5,276.0
144,0,499,276,3,6,3,22,499.5,276.0
145,0,499,277,3,6,4,22,499.5,276.0
146,0,500,277,3,6,5,22,499.5,276.0
147,0,458,364,3,7,0,23,459.0,364.7142857142857
148,0,459,364,3,7,1,23,459.0,364.7142857142857
149,0,460,364,3,7,2,23,459.0,364.7142857142857
150,0,460,365,3,7,3,23,459.0,364.7142857142857
151,0,459,365,3,7,4,23,459.0,364.7142857142857
152,0,458,365,3,7,5,23,459.0,364.7142857142857
153,0,459,366,3,7,6,23,459.0,364.7142857142857
154,0,512,374,3,7,0,24,513.0,374.7142857142857
155,0,513,374,3,7,1,24,513.0,374.7142857142857
156,0,514,374,3,7,2,24,513.0,374.7142857142857
157,0,514,375,3,7,3,24,513.0,374.7142857142857
158,0,513,375,3,7,4,24,513.0,374.7142857142857
159,0,512,375,3,7,5,24,513.0,374.7142857142857
160,0,513,376,3,7,6,24,513.0,374.7142857142857
161,0,403,378,3,1,0,25,403.0,378.0
162,0,962,472,3,1,0,26,962.0,472.0
163,0,545,201,4,12,0,27,546.25,202.33333333333334
164,0,546,201,4,12,1,27,546.25,202.33333333333334
165,0,547,201,4,12,2,27,546.25,202.33333333333334
166,0,547,202,4,12,3,27,546.25,202.33333333333334
167,0,546,202,4,12,4,27,546.25,202.33333333333334
168,0,545,202,4,12,5,27,546.25,202.33333333333334
169,0,545,203,4,12,6,27,546.25,202.33333333333334
170,0,546,203,4,12,7,27,546.25,202.33333333333334
171,0,547,203,4,12,8,27,546.25,202.33333333333334
172,0,547,204,4,12,9,27,546.25,202.33333333333334
173,0,546,204,4,12,10,27,546.25,202.33333333333334
174,0,548,202,4,12,11,27,546.25,202.33333333333334
175,0,937,241,4,1,0,28,937.0,241.0
176,0,525,257,4,7,0,29,525.1428571428571,258.14285714285717
177,0,526,257,4,7,1,29,525.1428571428571,258.14285714285717
178,0,526,258,4,7,2,29,525.1428571428571,258.14285714285717
179,0,526,259,4,7,3,29,525.1428571428571,258.14285714285717
180,0,525,259,4,7,4,29,525.1428571428571,258.14285714285717
181,0,524,259,4,7,5,29,525.1428571428571,258.14285714285717
182,0,524,258,4,7,6,29,525.1428571428571,258.14285714285717
183,0,518,280,4,4,0,30,518.5,280.5
184,0,519,280,4,4,1,30,518.5,280.5
185,0,519,281,4,4,2,30,518.5,280.5
186,0,518,281,4,4,3,30,518.5,280.5
187,0,223,352,4,2,0,31,223.0,352.5
188,0,223,353,4,2,1,31,223.0,352.5
189,0,465,383,4,10,0,32,465.8,384.5
190,0,466,383,4,10,1,32,465.8,384.5
191,0,466,384,4,10,2,32,465.8,384.5
192,0,465,384,4,10,3,32,465.8,384.5
193,0,465,385,4,10,4,32,465.8,384.5
194,0,466,385,4,10,5,32,465.8,384.5
195,0,467,385,4,10,6,32,465.8,384.5
196,0,467,384,4,10,7,32,465.8,384.5
197,0,466,386,4,10,8,32,465.8,384.5
198,0,465,386,4,10,9,32,465.8,384.5
199,0,528,397,4,9,0,33,528.1111111111111,398.6666666666667
200,0,528,398,4,9,1,33,528.1111111111111,398.6666666666667
201,0,527,398,4,9,2,33,528.1111111111111,398.6666666666667
202,0,527,399,4,9,3,33,528.1111111111111,398.6666666666667
203,0,528,399,4,9,4,33,528.1111111111111,398.6666666666667
204,0,529,399,4,9,5,33,528.1111111111111,398.6666666666667
205,0,529,398,4,9,6,33,528.1111111111111,398.6666666666667
206,0,529,400,4,9,7,33,528.1111111111111,398.6666666666667
207,0,528,400,4,9,8,33,528.1111111111111,398.6666666666667
208,0,532,180,5,12,0,34,532.75,181.33333333333334
209,0,533,180,5,12,1,34,532.75,181.33333333333334
210,0,534,180,5,12,2,34,532.75,181.33333333333334
211,0,534,181,5,12,3,34,532.75,181.33333333333334
212,0,533,181,5,12,4,34,532.75,181.33333333333334
213,0,532,181,5,12,5,34,532.75,181.33333333333334
214,0,531,181,5,12,6,34,532.75,181.33333333333334
215,0,532,182,5,12,7,34,532.75,181.33333333333334
216,0,533,182,5,12,8,34,532.75,181.33333333333334
217,0,534,182,5,12,9,34,532.75,181.33333333333334
218,0,533,183,5,12,10,34,532.75,181.33333333333334
219,0,532,183,5,12,11,34,532.75,181.33333333333334
220,0,505,247,5,4,0,35,505.5,247.5
221,0,506,247,5,4,1,35,505.5,247.5
222,0,506,248,5,4,2,35,505.5,247.5
223,0,505,248,5,4,3,35,505.5,247.5
224,0,507,276,5,8,0,36,507.875,277.125
225,0,508,276,5,8,1,36,507.875,277.125
226,0,508,277,5,8,2,36,507.875,277.125
227,0,507,277,5,8,3,36,507.875,277.125
228,0,507,278,5,8,4,36,507.875,277.125
229,0,508,278,5,8,5,36,507.875,277.125
230,0,509,278,5,8,6,36,507.875,277.125
231,0,509,277,5,8,7,36,507.875,277.125
232,0,441,401,5,7,0,37,441.7142857142857,402.0
233,0,442,401,5,7,1,37,441.7142857142857,402.0
234,0,442,402,5,7,2,37,441.7142857142857,402.0
235,0,441,402,5,7,3,37,441.7142857142857,402.0
236,0,441,403,5,7,4,37,441.7142857142857,402.0
237,0,442,403,5,7,5,37,441.7142857142857,402.0
238,0,443,402,5,7,6,37,441.7142857142857,402.0
239,0,508,418,5,6,0,38,507.8333333333333,419.1666666666667
240,0,508,419,5,6,1,38,507.8333333333333,419.1666666666667
241,0,507,419,5,6,2,38,507.8333333333333,419.1666666666667
242,0,507,420,5,6,3,38,507.8333333333333,419.1666666666667
243,0,508,420,5,6,4,38,507.8333333333333,419.1666666666667
244,0,509,419,5,6,5,38,507.8333333333333,419.1666666666667
245,1,508,257,0,7,0,0,508.0,258.2857142857143
246,1,508,258,0,7,1,0,508.0,258.2857142857143
247,1,507,258,0,7,2,0,508.0,258.2857142857143
248,1,507,259,0,7,3,0,508.0,258.2857142857143
249,1,508,259,0,7,4,0,508.0,258.2857142857143
250,1,509,259,0,7,5,0,508.0,258.2857142857143
251,1,509,258,0,7,6,0,508.0,258.2857142857143
252,1,510,264,0,6,0,1,510.0,265.3333333333333
253,1,509,265,0,6,1,1,510.0,265.3333333333333
254,1,509,266,0,6,2,1,510.0,265.3333333333333
255,1,510,266,0,6,3,1,510.0,265.3333333333333
256,1,511,266,0,6,4,1,510.0,265.3333333333333
257,1,511,265,0,6,5,1,510.0,265.3333333333333
258,1,494,276,0,4,0,2,494.5,276.5
259,1,495,276,0,4,1,2,494.5,276.5
260,1,495,277,0,4,2,2,494.5,276.5
261,1,494,277,0,4,3,2,494.5,276.5
262,1,169,145,1,1,0,3,169.0,145.0
263,1,857,206,1,1,0,4,857.0,206.0
264,1,517,256,1,11,0,5,517.9090909090909,257.3636363636364
265,1,518,256,1,11,1,5,517.9090909090909,257.3636363636364
266,1,519,256,1,11,2,5,517.9090909090909,257.3636363636364
267,1,519,257,1,11,3,5,517.9090909090909,257.3636363636364
268,1,518,257,1,11,4,5,517.9090909090909,257.3636363636364
269,1,517,257,1,11,5,5,517.9090909090909,257.3636363636364
270,1,517,258,1,11,6,5,517.9090909090909,257.3636363636364
271,1,518,258,1,11,7,5,517.9090909090909,257.3636363636364
272,1,519,258,1,11,8,5,517.9090909090909,257.3636363636364
273,1,518,259,1,11,9,5,517.9090909090909,257.3636363636364
274,1,517,259,1,11,10,5,517.9090909090909,257.3636363636364
275,1,521,277,1,3,0,6,521.3333333333334,277.3333333333333
276,1,522,277,1,3,1,6,521.3333333333334,277.3333333333333
277,1,521,278,1,3,2,6,521.3333333333334,277.3333333333333
278,1,506,278,1,7,0,7,506.14285714285717,279.14285714285717
279,1,507,278,1,7,1,7,506.14285714285717,279.14285714285717
280,1,507,279,1,7,2,7,506.14285714285717,279.14285714285717
281,1,507,280,1,7,3,7,506.14285714285717,279.14285714285717
282,1,506,280,1,7,4,7,506.14285714285717,279.14285714285717
283,1,505,280,1,7,5,7,506.14285714285717,279.14285714285717
284,1,505,279,1,7,6,7,506.14285714285717,279.14285714285717
285,1,6,171,2,6,0,8,6.5,172.0
286,1,7,171,2,6,1,8,6.5,172.0
287,1,7,172,2,6,2,8,6.5,172.0
288,1,6,172,2,6,3,8,6.5,172.0
289,1,6,173,2,6,4,8,6.5,172.0
290,1,7,173,2,6,5,8,6.5,172.0
291,1,512,257,2,5,0,9,512.6,257.8
292,1,513,257,2,5,1,9,512.6,257.8
293,1,513,258,2,5,2,9,512.6,257.8
294,1,512,258,2,5,3,9,512.6,257.8
295,1,513,259,2,5,4,9,512.6,257.8
296,1,503,280,2,5,0,10,503.6,280.8
297,1,504,280,2,5,1,10,503.6,280.8
298,1,504,281,2,5,2,10,503.6,280.8
299,1,503,281,2,5,3,10,503.6,280.8
300,1,504,282,2,5,4,10,503.6,280.8
301,1,493,253,3,5,0,11,493.8,253.4
302,1,494,253,3,5,1,11,493.8,253.4
303,1,495,253,3,5,2,11,493.8,253.4
304,1,494,254,3,5,3,11,493.8,253.4
305,1,493,254,3,5,4,11,493.8,253.4
306,1,484,279,3,6,0,12,484.5,280.0
307,1,485,279,3,6,1,12,484.5,280.0
308,1,485,280,3,6,2,12,484.5,280.0
309,1,484,280,3,6,3,12,484.5,280.0
310,1,484,281,3,6,4,12,484.5,280.0
311,1,485,281,3,6,5,12,484.5,280.0
312,1,503,300,3,2,0,13,503.0,300.5
313,1,503,301,3,2,1,13,503.0,300.5
314,1,147,344,3,8,0,14,147.5,345.0
315,1,148,344,3,8,1,14,147.5,345.0
316,1,148,345,3,8,2,14,147.5,345.0
317,1,147,345,3,8,3,14,147.5,345.0
318,1,146,345,3,8,4,14,147.5,345.0
319,1,147,346,3,8,5,14,147.5,345.0
320,1,148,346,3,8,6,14,147.5,345.0
321,1,149,345,3,8,7,14,147.5,345.0
322,1,504,248,4,6,0,15,505.0,248.5
323,1,505,248,4,6,1,15,505.0,248.5
324,1,506,248,4,6,2,15,505.0,248.5
325,1,506,249,4,6,3,15,505.0,248.5
326,1,505,249,4,6,4,15,505.0,248.5
327,1,504,249,4,6,5,15,505.0,248.5
328,1,498,280,4,1,0,16,498.0,280.0
329,1,223,352,4,2,0,17,223.0,352.5
330,1,223,353,4,2,1,17,223.0,352.5
331,1,483,239,5,9,0,18,483.8888888888889,240.33333333333334
332,1,484,239,5,9,1,18,483.8888888888889,240.33333333333334
333,1,484,240,5,9,2,18,483.8888888888889,240.33333333333334
334,1,483,240,5,9,3,18,483.8888888888889,240.33333333333334
335,1,483,241,5,9,4,18,483.8888888888889,240.33333333333334
336,1,484,241,5,9,5,18,483.8888888888889,240.33333333333334
337,1,485,241,5,9,6,18,483.8888888888889,240.33333333333334
338,1,485,240,5,9,7,18,483.8888888888889,240.33333333333334
339,1,484,242,5,9,8,18,483.8888888888889,240.33333333333334
340,2,348,180,0,8,0,0,348.0,181.5
341,2,348,181,0,8,1,0,348.0,181.5
342,2,347,181,0,8,2,0,348.0,181.5
343,2,347,182,0,8,3,0,348.0,181.5
344,2,348,182,0,8,4,0,348.0,181.5
345,2,349,182,0,8,5,0,348.0,181.5
346,2,349,181,0,8,6,0,348.0,181.5
347,2,348,183,0,8,7,0,348.0,181.5
348,2,511,283,0,6,0,1,511.1666666666667,284.1666666666667
349,2,511,284,0,6,1,1,511.1666666666667,284.1666666666667
350,2,510,284,0,6,2,1,511.1666666666667,284.1666666666667
351,2,511,285,0,6,3,1,511.1666666666667,284.1666666666667
352,2,512,285,0,6,4,1,511.1666666666667,284.1666666666667
353,2,512,284,0,6,5,1,511.1666666666667,284.1666666666667
354,2,490,288,0,8,0,2,490.875,288.875
355,2,491,288,0,8,1,2,490.875,288.875
356,2,492,288,0,8,2,2,490.875,288.875
357,2,492,289,0,8,3,2,490.875,288.875
358,2,491,289,0,8,4,2,490.875,288.875
359,2,490,289,0,8,5,2,490.875,288.875
360,2,490,290,0,8,6,2,490.875,288.875
361,2,491,290,0,8,7,2,490.875,288.875
362,2,260,140,1,8,0,3,260.125,141.125
363,2,261,140,1,8,1,3,260.125,141.125
364,2,261,141,1,8,2,3,260.125,141.125
365,2,260,141,1,8,3,3,260.125,141.125
366,2,259,141,1,8,4,3,260.125,141.125
367,2,259,142,1,8,5,3,260.125,141.125
368,2,260,142,1,8,6,3,260.125,141.125
369,2,261,142,1,8,7,3,260.125,141.125
370,2,528,290,1,7,0,4,528.8571428571429,291.14285714285717
371,2,529,290,1,7,1,4,528.8571428571429,291.14285714285717
372,2,528,291,1,7,2,4,528.8571428571429,291.14285714285717
373,2,528,292,1,7,3,4,528.8571428571429,291.14285714285717
374,2,529,292,1,7,4,4,528.8571428571429,291.14285714285717
375,2,530,292,1,7,5,4,528.8571428571429,291.14285714285717
376,2,530,291,1,7,6,4,528.8571428571429,291.14285714285717
377,2,501,293,1,8,0,5,501.875,293.875
378,2,502,293,1,8,1,5,501.875,293.875
379,2,503,293,1,8,2,5,501.875,293.875
380,2,503,294,1,8,3,5,501.875,293.875
381,2,502,294,1,8,4,5,501.875,293.875
382,2,501,294,1,8,5,5,501.875,293.875
383,2,501,295,1,8,6,5,501.875,293.875
384,2,502,295,1,8,7,5,501.875,293.875
385,2,153,105,2,8,0,6,154.125,105.875
386,2,154,105,2,8,1,6,154.125,105.875
387,2,155,105,2,8,2,6,154.125,105.875
388,2,155,106,2,8,3,6,154.125,105.875
389,2,154,106,2,8,4,6,154.125,105.875
390,2,153,106,2,8,5,6,154.125,105.875
391,2,154,107,2,8,6,6,154.125,105.875
392,2,155,107,2,8,7,6,154.125,105.875
393,2,532,296,2,11,0,7,532.6363636363636,297.54545454545456
394,2,533,296,2,11,1,7,532.6363636363636,297.54545454545456
395,2,533,297,2,11,2,7,532.6363636363636,297.54545454545456
396,2,532,297,2,11,3,7,532.6363636363636,297.54545454545456
397,2,532,298,2,11,4,7,532.6363636363636,297.54545454545456
398,2,531,298,2,11,5,7,532.6363636363636,297.54545454545456
399,2,532,299,2,11,6,7,532.6363636363636,297.54545454545456
400,2,533,299,2,11,7,7,532.6363636363636,297.54545454545456
401,2,533,298,2,11,8,7,532.6363636363636,297.54545454545456
402,2,534,298,2,11,9,7,532.6363636363636,297.54545454545456
403,2,534,297,2,11,10,7,532.6363636363636,297.54545454545456
404,2,498,297,2,7,0,8,499.0,297.7142857142857
405,2,499,297,2,7,1,8,499.0,297.7142857142857
406,2,500,297,2,7,2,8,499.0,297.7142857142857
407,2,500,298,2,7,3,8,499.0,297.7142857142857
408,2,499,298,2,7,4,8,499.0,297.7142857142857
409,2,498,298,2,7,5,8,499.0,297.7142857142857
410,2,499,299,2,7,6,8,499.0,297.7142857142857
411,2,456,398,2,1,0,9,456.0,398.0
412,2,33,60,3,7,0,10,33.714285714285715,61.0
413,2,34,60,3,7,1,10,33.714285714285715,61.0
414,2,34,61,3,7,2,10,33.714285714285715,61.0
415,2,33,61,3,7,3,10,33.714285714285715,61.0
416,2,33,62,3,7,4,10,33.714285714285715,61.0
417,2,34,62,3,7,5,10,33.714285714285715,61.0
418,2,35,61,3,7,6,10,33.714285714285715,61.0
419,2,477,295,3,7,0,11,477.7142857142857,296.0
420,2,478,295,3,7,1,11,477.7142857142857,296.0
421,2,478,296,3,7,2,11,477.7142857142857,296.0
422,2,477,296,3,7,3,11,477.7142857142857,296.0
423,2,477,297,3,7,4,11,477.7142857142857,296.0
424,2,478,297,3,7,5,11,477.7142857142857,296.0
425,2,479,296,3,7,6,11,477.7142857142857,296.0
426,2,522,299,3,3,0,12,522.0,300.0
427,2,522,300,3,3,1,12,522.0,300.0
428,2,522,301,3,3,2,12,522.0,300.0
429,2,403,378,3,1,0,13,403.0,378.0
430,2,33,201,4,8,0,14,34.125,201.875
431,2,34,201,4,8,1,14,34.125,201.875
432,2,35,201,4,8,2,14,34.125,201.875
433,2,35,202,4,8,3,14,34.125,201.875
434,2,34,202,4,8,4,14,34.125,201.875
435,2,33,202,4,8,5,14,34.125,201.875
436,2,34,203,4,8,6,14,34.125,201.875
437,2,35,203,4,8,7,14,34.125,201.875
438,2,487,297,4,8,0,15,487.875,297.875
439,2,488,297,4,8,1,15,487.875,297.875
440,2,489,297,4,8,2,15,487.875,297.875
441,2,489,298,4,8,3,15,487.875,297.875
442,2,488,298,4,8,4,15,487.875,297.875
443,2,487,298,4,8,5,15,487.875,297.875
444,2,487,299,4,8,6,15,487.875,297.875
445,2,488,299,4,8,7,15,487.875,297.875
446,2,546,300,4,6,0,16,545.8333333333334,301.1666666666667
447,2,546,301,4,6,1,16,545.8333333333334,301.1666666666667
448,2,545,301,4,6,2,16,545.8333333333334,301.1666666666667
449,2,545,302,4,6,3,16,545.8333333333334,301.1666666666667
450,2,546,302,4,6,4,16,545.8333333333334,301.1666666666667
451,2,547,301,4,6,5,16,545.8333333333334,301.1666666666667
452,2,223,352,4,2,0,17,223.0,352.5
453,2,223,353,4,2,1,17,223.0,352.5
454,2,223,384,4,1,0,18,223.0,384.0
455,2,78,194,5,10,0,19,78.8,195.5
456,2,79,194,5,10,1,19,78.8,195.5
457,2,79,195,5,10,2,19,78.8,195.5
458,2,78,195,5,10,3,19,78.8,195.5
459,2,78,196,5,10,4,19,78.8,195.5
460,2,79,196,5,10,5,19,78.8,195.5
461,2,80,196,5,10,6,19,78.8,195.5
462,2,80,195,5,10,7,19,78.8,195.5
463,2,79,197,5,10,8,19,78.8,195.5
464,2,78,197,5,10,9,19,78.8,195.5
465,2,379,219,5,1,0,20,379.0,219.0
466,2,467,295,5,11,0,21,467.3636363636364,296.45454545454544
467,2,468,295,5,11,1,21,467.3636363636364,296.45454545454544
468,2,468,296,5,11,2,21,467.3636363636364,296.45454545454544
469,2,467,296,5,11,3,21,467.3636363636364,296.45454545454544
470,2,466,296,5,11,4,21,467.3636363636364,296.45454545454544
471,2,466,297,5,11,5,21,467.3636363636364,296.45454545454544
472,2,467,297,5,11,6,21,467.3636363636364,296.45454545454544
473,2,468,297,5,11,7,21,467.3636363636364,296.45454545454544
474,2,468,298,5,11,8,21,467.3636363636364,296.45454545454544
475,2,467,298,5,11,9,21,467.3636363636364,296.45454545454544
476,2,469,296,5,11,10,21,467.3636363636364,296.45454545454544
477,2,538,296,5,5,0,22,538.8,296.6
478,2,539,296,5,5,1,22,538.8,296.6
479,2,539,297,5,5,2,22,538.8,296.6
480,2,538,297,5,5,3,22,538.8,296.6
481,2,540,297,5,5,4,22,538.8,296.6
482,3,457,246,0,1,0,0,457.0,246.0
483,3,457,248,0,2,0,1,457.5,248.0
484,3,458,248,0,2,1,1,457.5,248.0
485,3,507,288,0,1,0,2,507.0,288.0
486,3,498,295,0,3,0,3,498.3333333333333,295.3333333333333
487,3,499,295,0,3,1,3,498.3333333333333,295.3333333333333
488,3,498,296,0,3,2,3,498.3333333333333,295.3333333333333
489,3,612,479,0,12,0,4,612.75,480.3333333333333
490,3,613,479,0,12,1,4,612.75,480.3333333333333
491,3,614,479,0,12,2,4,612.75,480.3333333333333
492,3,614,480,0,12,3,4,612.75,480.3333333333333
493,3,613,480,0,12,4,4,612.75,480.3333333333333
494,3,612,480,0,12,5,4,612.75,480.3333333333333
495,3,611,480,0,12,6,4,612.75,480.3333333333333
496,3,612,481,0,12,7,4,612.75,480.3333333333333
497,3,613,481,0,12,8,4,612.75,480.3333333333333
498,3,614,481,0,12,9,4,612.75,480.3333333333333
499,3,613,482,0,12,10,4,612.75,480.3333333333333
500,3,612,482,0,12,11,4,612.75,480.3333333333333
501,3,749,202,1,1,0,5,749.0,202.0
502,3,450,238,1,3,0,6,449.6666666666667,239.0
503,3,449,239,1,3,1,6,449.6666666666667,239.0
504,3,450,240,1,3,2,6,449.6666666666667,239.0
505,3,519,292,1,6,0,7,520.0,292.6666666666667
506,3,520,292,1,6,1,7,520.0,292.6666666666667
507,3,521,292,1,6,2,7,520.0,292.6666666666667
508,3,521,293,1,6,3,7,520.0,292.6666666666667
509,3,520,294,1,6,4,7,520.0,292.6666666666667
510,3,519,293,1,6,5,7,520.0,292.6666666666667
